,Away_Team,Away_Score,Home_Team,Home_Score,Date,Home_Win,Away_Win
0,BAL,10,BOS,9,2023-03-30,0,1
1,MIL,0,CHC,4,2023-03-30,1,0
2,PIT,5,CIN,4,2023-03-30,0,1
3,CHW,3,HOU,2,2023-03-30,0,1
4,MIN,2,KCR,0,2023-03-30,0,1
5,ARI,2,LAD,8,2023-03-30,1,0
6,NYM,5,MIA,3,2023-03-30,0,1
7,SFG,0,NYY,5,2023-03-30,1,0
8,LAA,1,OAK,2,2023-03-30,1,0
9,COL,7,SDP,2,2023-03-30,0,1
10,CLE,0,SEA,3,2023-03-30,1,0
11,TOR,10,STL,9,2023-03-30,0,1
12,DET,0,TBR,4,2023-03-30,1,0
13,PHI,7,TEX,11,2023-03-30,1,0
14,ATL,7,WSN,2,2023-03-30,0,1
15,CHW,3,HOU,6,2023-03-31,1,0
16,ARI,2,LAD,1,2023-03-31,0,1
17,NYM,1,MIA,2,2023-03-31,1,0
18,COL,4,SDP,1,2023-03-31,0,1
19,CLE,9,SEA,4,2023-03-31,0,1
20,BAL,8,BOS,9,2023-04-01,1,0
21,MIL,3,CHC,1,2023-04-01,0,1
22,PIT,2,CIN,6,2023-04-01,1,0
23,CHW,4,HOU,6,2023-04-01,1,0
24,MIN,2,KCR,0,2023-04-01,0,1
25,ARI,1,LAD,10,2023-04-01,1,0
26,NYM,6,MIA,2,2023-04-01,0,1
27,SFG,7,NYY,5,2023-04-01,0,1
28,LAA,13,OAK,1,2023-04-01,0,1
29,COL,4,SDP,8,2023-04-01,1,0
30,CLE,2,SEA,0,2023-04-01,0,1
31,TOR,1,STL,4,2023-04-01,1,0
32,DET,2,TBR,12,2023-04-01,1,0
33,PHI,3,TEX,16,2023-04-01,1,0
34,ATL,7,WSN,1,2023-04-01,0,1
35,BAL,5,BOS,9,2023-04-02,1,0
36,MIL,9,CHC,5,2023-04-02,0,1
37,PIT,1,CIN,3,2023-04-02,1,0
38,CHW,6,HOU,3,2023-04-02,0,1
39,MIN,7,KCR,4,2023-04-02,0,1
40,ARI,2,LAD,1,2023-04-02,0,1
41,NYM,5,MIA,1,2023-04-02,0,1
42,SFG,0,NYY,6,2023-04-02,1,0
43,LAA,6,OAK,0,2023-04-02,0,1
44,COL,1,SDP,3,2023-04-02,1,0
45,CLE,6,SEA,5,2023-04-02,0,1
46,TOR,4,STL,9,2023-04-02,1,0
47,DET,1,TBR,5,2023-04-02,1,0
48,PHI,1,TEX,2,2023-04-02,1,0
49,ATL,1,WSN,4,2023-04-02,1,0
50,PIT,7,BOS,6,2023-04-03,0,1
51,SFG,12,CHW,3,2023-04-03,0,1
52,CHC,6,CIN,7,2023-04-03,1,0
53,DET,7,HOU,6,2023-04-03,0,1
54,TOR,5,KCR,9,2023-04-03,1,0
55,COL,4,LAD,13,2023-04-03,1,0
56,MIN,11,MIA,1,2023-04-03,0,1
57,NYM,0,MIL,10,2023-04-03,1,0
58,PHI,1,NYY,8,2023-04-03,1,0
59,CLE,12,OAK,11,2023-04-03,0,1
60,ARI,4,SDP,5,2023-04-03,1,0
61,LAA,7,SEA,3,2023-04-03,0,1
62,ATL,8,STL,4,2023-04-03,0,1
63,BAL,2,TEX,0,2023-04-03,0,1
64,TBR,6,WSN,2,2023-04-03,0,1
65,PIT,4,BOS,1,2023-04-04,0,1
66,CHC,12,CIN,5,2023-04-04,0,1
67,DET,6,HOU,3,2023-04-04,0,1
68,TOR,4,KCR,1,2023-04-04,0,1
69,COL,2,LAD,5,2023-04-04,1,0
70,MIN,0,MIA,1,2023-04-04,1,0
71,NYM,0,MIL,9,2023-04-04,1,0
72,PHI,4,NYY,1,2023-04-04,0,1
73,CLE,3,OAK,4,2023-04-04,1,0
74,ARI,8,SDP,6,2023-04-04,0,1
75,LAA,2,SEA,11,2023-04-04,1,0
76,ATL,4,STL,1,2023-04-04,0,1
77,BAL,7,TEX,2,2023-04-04,0,1
78,TBR,10,WSN,6,2023-04-04,0,1
79,PIT,4,BOS,1,2023-04-05,0,1
80,SFG,3,CHW,7,2023-04-05,1,0
81,DET,2,HOU,8,2023-04-05,1,0
82,TOR,3,KCR,0,2023-04-05,0,1
83,MIN,2,MIA,5,2023-04-05,1,0
84,NYM,6,MIL,7,2023-04-05,1,0
85,PHI,2,NYY,4,2023-04-05,1,0
86,CLE,6,OAK,4,2023-04-05,0,1
87,LAA,4,SEA,3,2023-04-05,0,1
88,ATL,5,STL,2,2023-04-05,0,1
89,BAL,2,TEX,5,2023-04-05,1,0
90,TBR,7,WSN,2,2023-04-05,0,1
91,LAD,5,ARI,2,2023-04-06,0,1
92,SDP,6,ATL,7,2023-04-06,1,0
93,SFG,16,CHW,6,2023-04-06,0,1
94,WSN,0,COL,1,2023-04-06,1,0
95,BOS,6,DET,3,2023-04-06,0,1
96,TOR,6,KCR,3,2023-04-06,0,1
97,TOR,4,LAA,3,2023-04-07,0,1
98,LAD,3,ARI,6,2023-04-07,1,0
99,SDP,5,ATL,4,2023-04-07,0,1
100,NYY,6,BAL,7,2023-04-07,1,0
101,TEX,0,CHC,2,2023-04-07,1,0
102,SEA,5,CLE,3,2023-04-07,0,1
103,WSN,10,COL,5,2023-04-07,0,1
104,STL,0,MIL,4,2023-04-07,1,0
105,HOU,2,MIN,3,2023-04-07,1,0
106,MIA,3,NYM,9,2023-04-07,1,0
107,CIN,2,PHI,5,2023-04-07,1,0
108,CHW,9,PIT,13,2023-04-07,1,0
109,KCR,3,SFG,1,2023-04-07,0,1
110,OAK,5,TBR,9,2023-04-07,1,0
111,TOR,5,LAA,9,2023-04-08,1,0
112,LAD,8,ARI,12,2023-04-08,1,0
113,SDP,4,ATL,1,2023-04-08,0,1
114,NYY,4,BAL,1,2023-04-08,0,1
115,TEX,3,CHC,10,2023-04-08,1,0
116,SEA,3,CLE,2,2023-04-08,0,1
117,WSN,7,COL,6,2023-04-08,0,1
118,BOS,14,DET,5,2023-04-08,0,1
119,STL,6,MIL,0,2023-04-08,0,1
120,HOU,6,MIN,9,2023-04-08,1,0
121,MIA,2,NYM,5,2023-04-08,1,0
122,CIN,2,PHI,3,2023-04-08,1,0
123,CHW,11,PIT,5,2023-04-08,0,1
124,KCR,6,SFG,5,2023-04-08,0,1
125,OAK,0,TBR,11,2023-04-08,1,0
126,TOR,12,LAA,11,2023-04-09,0,1
127,LAD,6,ARI,11,2023-04-09,1,0
128,SDP,10,ATL,2,2023-04-09,0,1
129,NYY,5,BAL,3,2023-04-09,0,1
130,TEX,8,CHC,2,2023-04-09,0,1
131,SEA,6,CLE,7,2023-04-09,1,0
132,WSN,6,COL,7,2023-04-09,1,0
133,BOS,4,DET,1,2023-04-09,0,1
134,STL,1,MIL,6,2023-04-09,1,0
135,HOU,5,MIN,1,2023-04-09,0,1
136,MIA,7,NYM,2,2023-04-09,0,1
137,CIN,6,PHI,4,2023-04-09,0,1
138,CHW,0,PIT,1,2023-04-09,1,0
139,KCR,1,SFG,3,2023-04-09,1,0
140,OAK,0,TBR,11,2023-04-09,1,0
141,WSN,6,LAA,4,2023-04-10,0,1
142,MIL,0,ARI,3,2023-04-10,1,0
143,CIN,4,ATL,5,2023-04-10,1,0
144,OAK,1,BAL,5,2023-04-10,1,0
145,SEA,2,CHC,3,2023-04-10,1,0
146,NYY,2,CLE,3,2023-04-10,1,0
147,STL,4,COL,7,2023-04-10,1,0
148,CHW,4,MIN,3,2023-04-10,0,1
149,SDP,0,NYM,5,2023-04-10,1,0
150,MIA,3,PHI,15,2023-04-10,1,0
151,HOU,8,PIT,2,2023-04-10,0,1
152,LAD,9,SFG,1,2023-04-10,0,1
153,BOS,0,TBR,1,2023-04-10,1,0
154,KCR,2,TEX,11,2023-04-10,1,0
155,WSN,0,LAA,2,2023-04-11,1,0
156,MIL,7,ARI,1,2023-04-11,0,1
157,CIN,6,ATL,7,2023-04-11,1,0
158,OAK,8,BAL,12,2023-04-11,1,0
159,SEA,9,CHC,14,2023-04-11,1,0
160,NYY,11,CLE,2,2023-04-11,0,1
161,STL,9,COL,6,2023-04-11,0,1
162,CHW,3,MIN,4,2023-04-11,1,0
163,SDP,4,NYM,2,2023-04-11,0,1
164,MIA,8,PHI,4,2023-04-11,0,1
165,HOU,4,PIT,7,2023-04-11,1,0
166,LAD,0,SFG,5,2023-04-11,1,0
167,BOS,2,TBR,7,2023-04-11,1,0
168,KCR,5,TEX,8,2023-04-11,1,0
169,DET,3,TOR,9,2023-04-11,1,0
170,WSN,2,LAA,3,2023-04-12,1,0
171,MIL,3,ARI,7,2023-04-12,1,0
172,CIN,4,ATL,5,2023-04-12,1,0
173,OAK,8,BAL,4,2023-04-12,0,1
174,SEA,5,CHC,2,2023-04-12,0,1
175,NYY,4,CLE,3,2023-04-12,0,1
176,STL,7,COL,4,2023-04-12,0,1
177,CHW,1,MIN,3,2023-04-12,1,0
178,SDP,2,NYM,5,2023-04-12,1,0
179,MIA,3,PHI,2,2023-04-12,0,1
180,HOU,7,PIT,0,2023-04-12,0,1
181,LAD,10,SFG,5,2023-04-12,0,1
182,BOS,7,TBR,9,2023-04-12,1,0
183,KCR,10,TEX,1,2023-04-12,0,1
184,DET,3,TOR,4,2023-04-12,1,0
185,OAK,7,BAL,8,2023-04-13,1,0
186,PHI,2,CIN,6,2023-04-13,1,0
187,MIN,11,NYY,2,2023-04-13,0,1
188,MIL,4,SDP,3,2023-04-13,0,1
189,PIT,5,STL,0,2023-04-13,0,1
190,BOS,3,TBR,9,2023-04-13,1,0
191,DET,3,TOR,1,2023-04-13,0,1
192,LAA,3,BOS,5,2023-04-14,1,0
193,BAL,6,CHW,3,2023-04-14,0,1
194,PHI,8,CIN,3,2023-04-14,0,1
195,SFG,5,DET,7,2023-04-14,1,0
196,TEX,6,HOU,2,2023-04-14,0,1
197,ATL,10,KCR,3,2023-04-14,0,1
198,CHC,8,LAD,2,2023-04-14,0,1
199,ARI,1,MIA,5,2023-04-14,1,0
200,MIN,4,NYY,3,2023-04-14,0,1
201,NYM,17,OAK,6,2023-04-14,0,1
202,MIL,11,SDP,2,2023-04-14,0,1
203,COL,3,SEA,5,2023-04-14,1,0
204,PIT,0,STL,3,2023-04-14,1,0
205,TBR,3,TOR,6,2023-04-14,1,0
206,CLE,4,WSN,3,2023-04-14,0,1
207,LAA,7,BOS,9,2023-04-15,1,0
208,BAL,6,CHW,7,2023-04-15,1,0
209,PHI,0,CIN,13,2023-04-15,1,0
210,SFG,6,DET,7,2023-04-15,1,0
211,TEX,2,HOU,8,2023-04-15,1,0
212,ATL,9,KCR,3,2023-04-15,0,1
213,CHC,1,LAD,2,2023-04-15,1,0
214,ARI,2,MIA,3,2023-04-15,1,0
215,MIN,1,NYY,6,2023-04-15,1,0
216,NYM,3,OAK,2,2023-04-15,0,1
217,MIL,3,SDP,10,2023-04-15,1,0
218,COL,2,SEA,9,2023-04-15,1,0
219,PIT,6,STL,3,2023-04-15,0,1
220,TBR,2,TOR,5,2023-04-15,1,0
221,CLE,6,WSN,4,2023-04-15,0,1
222,LAA,1,BOS,2,2023-04-16,1,0
223,BAL,8,CHW,4,2023-04-16,0,1
224,PHI,14,CIN,3,2023-04-16,0,1
225,TEX,9,HOU,1,2023-04-16,0,1
226,ATL,5,KCR,4,2023-04-16,0,1
227,CHC,3,LAD,2,2023-04-16,0,1
228,ARI,5,MIA,0,2023-04-16,0,1
229,MIN,0,NYY,2,2023-04-16,1,0
230,NYM,4,OAK,3,2023-04-16,0,1
231,MIL,1,SDP,0,2023-04-16,0,1
232,COL,0,SEA,1,2023-04-16,1,0
233,PIT,4,STL,5,2023-04-16,1,0
234,TBR,8,TOR,1,2023-04-16,0,1
235,CLE,6,WSN,7,2023-04-16,1,0
236,LAA,5,BOS,4,2023-04-17,0,1
237,TBR,1,CIN,8,2023-04-17,1,0
238,PIT,14,COL,3,2023-04-17,0,1
239,TOR,2,HOU,9,2023-04-17,1,0
240,TEX,4,KCR,0,2023-04-17,0,1
241,NYM,8,LAD,6,2023-04-17,0,1
242,SFG,3,MIA,4,2023-04-17,1,0
243,CHC,10,OAK,1,2023-04-17,0,1
244,ATL,2,SDP,0,2023-04-17,0,1
245,MIL,7,SEA,3,2023-04-17,0,1
246,ARI,6,STL,3,2023-04-17,0,1
247,MIN,4,BOS,5,2023-04-18,1,0
248,PHI,7,CHW,4,2023-04-18,0,1
249,PHI,0,CHW,3,2023-04-18,1,0
250,TBR,10,CIN,0,2023-04-18,0,1
251,PIT,5,COL,3,2023-04-18,0,1
252,CLE,3,DET,4,2023-04-18,1,0
253,CLE,0,DET,1,2023-04-18,1,0
254,TOR,4,HOU,2,2023-04-18,0,1
255,TEX,12,KCR,2,2023-04-18,0,1
256,NYM,0,LAD,5,2023-04-18,1,0
257,SFG,2,MIA,4,2023-04-18,1,0
258,LAA,5,NYY,2,2023-04-18,0,1
259,CHC,4,OAK,0,2023-04-18,0,1
260,ATL,8,SDP,1,2023-04-18,0,1
261,MIL,6,SEA,5,2023-04-18,0,1
262,ARI,8,STL,7,2023-04-18,0,1
263,BAL,1,WSN,0,2023-04-18,0,1
264,MIN,10,BOS,4,2023-04-19,0,1
265,PHI,5,CHW,2,2023-04-19,0,1
266,TBR,8,CIN,0,2023-04-19,0,1
267,PIT,14,COL,3,2023-04-19,0,1
268,CLE,3,DET,2,2023-04-19,0,1
269,TOR,1,HOU,8,2023-04-19,1,0
270,TEX,12,KCR,3,2023-04-19,0,1
271,NYM,5,LAD,3,2023-04-19,0,1
272,SFG,5,MIA,2,2023-04-19,0,1
273,LAA,2,NYY,3,2023-04-19,1,0
274,CHC,12,OAK,2,2023-04-19,0,1
275,ATL,0,SDP,1,2023-04-19,1,0
276,MIL,5,SEA,3,2023-04-19,0,1
277,ARI,5,STL,14,2023-04-19,1,0
278,BAL,4,WSN,0,2023-04-19,0,1
279,SDP,7,ARI,5,2023-04-20,0,1
280,MIN,5,BOS,11,2023-04-20,1,0
281,LAD,6,CHC,2,2023-04-20,0,1
282,LAA,3,NYY,9,2023-04-20,1,0
283,COL,5,PHI,0,2023-04-20,0,1
284,CIN,3,PIT,4,2023-04-20,1,0
285,NYM,9,SFG,4,2023-04-20,0,1
286,KCR,0,LAA,2,2023-04-21,1,0
287,SDP,0,ARI,9,2023-04-21,1,0
288,HOU,6,ATL,4,2023-04-21,0,1
289,DET,1,BAL,2,2023-04-21,1,0
290,LAD,0,CHC,13,2023-04-21,1,0
291,BOS,5,MIL,3,2023-04-21,0,1
292,WSN,3,MIN,2,2023-04-21,0,1
293,TOR,6,NYY,1,2023-04-21,0,1
294,COL,3,PHI,4,2023-04-21,1,0
295,CIN,2,PIT,4,2023-04-21,1,0
296,STL,2,SEA,5,2023-04-21,1,0
297,NYM,7,SFG,0,2023-04-21,0,1
298,CHW,7,TBR,8,2023-04-21,1,0
299,OAK,5,TEX,4,2023-04-21,0,1
300,KCR,11,LAA,8,2023-04-22,0,1
301,SDP,5,ARI,3,2023-04-22,0,1
302,HOU,6,ATL,3,2023-04-22,0,1
303,DET,1,BAL,5,2023-04-22,1,0
304,LAD,9,CHC,4,2023-04-22,0,1
305,MIA,6,CLE,1,2023-04-22,0,1
306,MIA,3,CLE,2,2023-04-22,0,1
307,BOS,4,MIL,5,2023-04-22,1,0
308,WSN,10,MIN,4,2023-04-22,0,1
309,TOR,2,NYY,3,2023-04-22,1,0
310,COL,3,PHI,4,2023-04-22,1,0
311,CIN,1,PIT,2,2023-04-22,1,0
312,STL,4,SEA,5,2023-04-22,1,0
313,NYM,4,SFG,7,2023-04-22,1,0
314,CHW,3,TBR,4,2023-04-22,1,0
315,OAK,3,TEX,18,2023-04-22,1,0
316,KCR,3,LAA,4,2023-04-23,1,0
317,SDP,7,ARI,5,2023-04-23,0,1
318,HOU,5,ATL,2,2023-04-23,0,1
319,DET,1,BAL,2,2023-04-23,1,0
320,LAD,7,CHC,3,2023-04-23,0,1
321,MIA,4,CLE,7,2023-04-23,1,0
322,BOS,12,MIL,5,2023-04-23,0,1
323,WSN,1,MIN,3,2023-04-23,1,0
324,TOR,5,NYY,1,2023-04-23,0,1
325,COL,3,PHI,9,2023-04-23,1,0
326,CIN,0,PIT,2,2023-04-23,1,0
327,STL,7,SEA,3,2023-04-23,0,1
328,NYM,4,SFG,5,2023-04-23,1,0
329,CHW,1,TBR,4,2023-04-23,1,0
330,OAK,2,TEX,5,2023-04-23,1,0
331,OAK,11,LAA,10,2023-04-24,0,1
332,KCR,4,ARI,5,2023-04-24,1,0
333,MIA,0,ATL,11,2023-04-24,1,0
334,BOS,4,BAL,5,2023-04-24,1,0
335,TEX,6,CIN,7,2023-04-24,1,0
336,COL,6,CLE,0,2023-04-24,0,1
337,DET,4,MIL,2,2023-04-24,0,1
338,NYY,1,MIN,6,2023-04-24,1,0
339,STL,0,SFG,4,2023-04-24,1,0
340,HOU,3,TBR,8,2023-04-24,1,0
341,CHW,2,TOR,5,2023-04-24,1,0
342,OAK,3,LAA,5,2023-04-25,1,0
343,KCR,5,ARI,4,2023-04-25,0,1
344,MIA,4,ATL,7,2023-04-25,1,0
345,BOS,8,BAL,6,2023-04-25,0,1
346,SDP,0,CHC,6,2023-04-25,1,0
347,TEX,6,CIN,7,2023-04-25,1,0
348,COL,5,CLE,1,2023-04-25,0,1
349,DET,4,MIL,3,2023-04-25,0,1
350,NYY,2,MIN,6,2023-04-25,1,0
351,WSN,5,NYM,0,2023-04-25,0,1
352,SEA,5,PHI,3,2023-04-25,0,1
353,LAD,8,PIT,7,2023-04-25,0,1
354,STL,4,SFG,5,2023-04-25,1,0
355,HOU,5,TBR,0,2023-04-25,0,1
356,CHW,0,TOR,7,2023-04-25,1,0
357,OAK,3,LAA,11,2023-04-26,1,0
358,KCR,0,ARI,2,2023-04-26,1,0
359,MIA,4,ATL,6,2023-04-26,1,0
360,BOS,2,BAL,6,2023-04-26,1,0
361,SDP,5,CHC,3,2023-04-26,0,1
362,TEX,3,CIN,5,2023-04-26,1,0
363,COL,1,CLE,4,2023-04-26,1,0
364,DET,2,MIL,6,2023-04-26,1,0
365,NYY,12,MIN,6,2023-04-26,0,1
366,WSN,4,NYM,1,2023-04-26,0,1
367,SEA,5,PHI,6,2023-04-26,1,0
368,LAD,1,PIT,8,2023-04-26,1,0
369,STL,3,SFG,7,2023-04-26,1,0
370,HOU,1,TBR,0,2023-04-26,0,1
371,CHW,0,TOR,8,2023-04-26,1,0
372,OAK,7,LAA,8,2023-04-27,1,0
373,MIA,5,ATL,4,2023-04-27,0,1
374,TBR,14,CHW,5,2023-04-27,0,1
375,SDP,2,CHC,5,2023-04-27,1,0
376,BAL,7,DET,4,2023-04-27,0,1
377,KCR,1,MIN,7,2023-04-27,1,0
378,WSN,8,NYM,9,2023-04-27,1,0
379,SEA,0,PHI,1,2023-04-27,1,0
380,LAD,2,PIT,6,2023-04-27,1,0
381,STL,6,SFG,0,2023-04-27,0,1
382,NYY,4,TEX,2,2023-04-27,0,1
383,CLE,5,BOS,2,2023-04-28,0,1
384,TBR,3,CHW,2,2023-04-28,0,1
385,ARI,9,COL,1,2023-04-28,0,1
386,PHI,3,HOU,1,2023-04-28,0,1
387,STL,3,LAD,7,2023-04-28,1,0
388,CHC,2,MIA,3,2023-04-28,1,0
389,LAA,1,MIL,2,2023-04-28,1,0
390,KCR,6,MIN,8,2023-04-28,1,0
391,ATL,4,NYM,0,2023-04-28,0,1
392,CIN,11,OAK,7,2023-04-28,0,1
393,NYY,2,TEX,5,2023-04-28,1,0
394,SEA,2,TOR,3,2023-04-28,1,0
395,CLE,7,BOS,8,2023-04-29,1,0
396,TBR,12,CHW,3,2023-04-29,0,1
397,ARI,11,COL,4,2023-04-29,0,1
398,BAL,4,DET,7,2023-04-29,1,0
399,BAL,6,DET,4,2023-04-29,0,1
400,PHI,6,HOU,1,2023-04-29,0,1
401,STL,0,LAD,1,2023-04-29,1,0
402,CHC,6,MIA,7,2023-04-29,1,0
403,LAA,5,MIL,7,2023-04-29,1,0
404,KCR,3,MIN,2,2023-04-29,0,1
405,CIN,3,OAK,2,2023-04-29,0,1
406,SFG,11,SDP,16,2023-04-29,1,0
407,NYY,0,TEX,2,2023-04-29,1,0
408,SEA,0,TOR,1,2023-04-29,1,0
409,PIT,6,WSN,3,2023-04-29,0,1
410,PIT,16,WSN,1,2023-04-29,0,1
411,CLE,1,BOS,7,2023-04-30,1,0
412,TBR,9,CHW,12,2023-04-30,1,0
413,ARI,4,COL,12,2023-04-30,1,0
414,BAL,5,DET,3,2023-04-30,0,1
415,PHI,3,HOU,4,2023-04-30,1,0
416,STL,3,LAD,6,2023-04-30,1,0
417,CHC,3,MIA,4,2023-04-30,1,0
418,LAA,3,MIL,0,2023-04-30,0,1
419,KCR,4,MIN,8,2023-04-30,1,0
420,CIN,4,OAK,5,2023-04-30,1,0
421,SFG,4,SDP,6,2023-04-30,1,0
422,NYY,2,TEX,15,2023-04-30,1,0
423,SEA,10,TOR,8,2023-04-30,0,1
424,PIT,2,WSN,7,2023-04-30,1,0
425,TOR,5,BOS,6,2023-05-01,1,0
426,SFG,3,HOU,7,2023-05-01,1,0
427,PHI,4,LAD,13,2023-05-01,1,0
428,CLE,3,NYY,2,2023-05-01,0,1
429,ATL,9,NYM,8,2023-05-01,0,1
430,ATL,3,NYM,5,2023-05-01,1,0
431,CIN,3,SDP,8,2023-05-01,1,0
432,CHC,5,WSN,1,2023-05-01,0,1
433,TOR,6,BOS,7,2023-05-02,1,0
434,MIN,2,CHW,3,2023-05-02,1,0
435,MIL,2,COL,3,2023-05-02,1,0
436,SFG,2,HOU,0,2023-05-02,0,1
437,BAL,11,KCR,7,2023-05-02,0,1
438,PHI,1,LAD,13,2023-05-02,1,0
439,ATL,6,MIA,0,2023-05-02,0,1
440,CLE,2,NYY,4,2023-05-02,1,0
441,SEA,2,OAK,1,2023-05-02,0,1
442,CIN,2,SDP,1,2023-05-02,0,1
443,LAA,5,STL,1,2023-05-02,0,1
444,PIT,1,TBR,4,2023-05-02,1,0
445,ARI,4,TEX,6,2023-05-02,1,0
446,CHC,1,WSN,4,2023-05-02,1,0
447,TOR,3,BOS,8,2023-05-03,1,0
448,MIN,4,CHW,6,2023-05-03,1,0
449,MIL,1,COL,7,2023-05-03,1,0
450,NYM,5,DET,6,2023-05-03,1,0
451,NYM,1,DET,8,2023-05-03,1,0
452,SFG,4,HOU,2,2023-05-03,0,1
453,BAL,0,KCR,6,2023-05-03,1,0
454,PHI,6,LAD,10,2023-05-03,1,0
455,ATL,14,MIA,6,2023-05-03,0,1
456,CLE,3,NYY,4,2023-05-03,1,0
457,SEA,7,OAK,2,2023-05-03,0,1
458,CIN,1,SDP,7,2023-05-03,1,0
459,LAA,6,STL,4,2023-05-03,0,1
460,PIT,1,TBR,8,2023-05-03,1,0
461,ARI,12,TEX,7,2023-05-03,0,1
462,CHC,1,WSN,2,2023-05-03,1,0
463,TOR,5,BOS,11,2023-05-04,1,0
464,MIN,7,CHW,3,2023-05-04,0,1
465,MIL,6,COL,9,2023-05-04,1,0
466,NYM,0,DET,2,2023-05-04,1,0
467,BAL,13,KCR,10,2023-05-04,0,1
468,ATL,6,MIA,3,2023-05-04,0,1
469,SEA,5,OAK,3,2023-05-04,0,1
470,LAA,11,STL,7,2023-05-04,0,1
471,PIT,2,TBR,3,2023-05-04,1,0
472,CHC,3,WSN,4,2023-05-04,1,0
473,TEX,4,LAA,5,2023-05-05,1,0
474,WSN,1,ARI,3,2023-05-05,1,0
475,BAL,9,ATL,4,2023-05-05,0,1
476,MIA,1,CHC,4,2023-05-05,1,0
477,CHW,5,CIN,4,2023-05-05,0,1
478,MIN,2,CLE,0,2023-05-05,0,1
479,OAK,12,KCR,8,2023-05-05,0,1
480,COL,0,NYM,1,2023-05-05,1,0
481,BOS,5,PHI,3,2023-05-05,0,1
482,TOR,4,PIT,0,2023-05-05,0,1
483,LAD,2,SDP,5,2023-05-05,1,0
484,HOU,6,SEA,4,2023-05-05,0,1
485,MIL,4,SFG,6,2023-05-05,1,0
486,DET,5,STL,4,2023-05-05,0,1
487,NYY,4,TBR,5,2023-05-05,1,0
488,TEX,10,LAA,1,2023-05-06,0,1
489,WSN,7,ARI,8,2023-05-06,1,0
490,BAL,4,ATL,5,2023-05-06,1,0
491,MIA,2,CHC,4,2023-05-06,1,0
492,CHW,3,CIN,5,2023-05-06,1,0
493,MIN,3,CLE,4,2023-05-06,1,0
494,OAK,5,KCR,4,2023-05-06,0,1
495,COL,5,NYM,2,2023-05-06,0,1
496,BOS,7,PHI,4,2023-05-06,0,1
497,TOR,8,PIT,2,2023-05-06,0,1
498,LAD,2,SDP,1,2023-05-06,0,1
499,HOU,5,SEA,7,2023-05-06,1,0
500,MIL,1,SFG,4,2023-05-06,1,0
